27.00	4228.20	2114.10	1409.40	1057.05	845.64	704.70	604.03	528.53
28.00	4384.80	2192.40	1461.60	1096.20	876.96	730.80	626.40	548.10
29.00	4541.40	2270.70	1513.80	1135.35	908.28	756.90	648.77	567.68
30.00	4698.00	2349.00	1566.00	1174.50	939.60	783.00	671.14	587.25
31.00	4854.60	2427.30	1618.20	1213.65	970.92	809.10	693.51	606.83
32.00	5011.20	2505.60	1670.40	1252.80	1002.24	835.20	715.89	626.40
33.00	5167.80	2583.90	1722.60	1291.95	1033.56	861.30	738.26	645.98
34.00	5324.40	2662.20	1774.80	1331.10	1064.88	887.40	760.63	665.55
35.00	5481.00	2740.50	1827.00	1370.25	1096.20	913.50	783.00	685.13
36.00	5637.60	2818.80	1879.20	1409.40	1127.52	939.60	805.37	704.70
37.00	5794.20	2897.10	1931.40	1448.55	1158.84	965.70	827.74	724.28
38.00	5950.80	2975.40	1983.60	1487.70	1190.16	991.80	850.11	743.85
39.00	6107.40	3053.70	2035.80	1526.85	1221.48	1017.90	872.49	763.43
40.00	6264.00	3132.00	2088.00	1566.00	1252.80	1044.00	894.86	783.00
41.00	6420.60	3210.30	2140.20	1605.15	1284.12	1070.10	917.23	802.58
42.00	6577.20	3288.60	2192.40	1644.30	1315.44	1096.20	939.60	822.15
43.00	6733.80	3366.90	2244.60	1683.45	1346.76	1122.30	961.97	841.73
44.00	6890.40	3445.20	2296.80	1722.60	1378.08	1148.40	984.34	861.30
45.00	7047.00	3523.50	2349.00	1761.75	1409.40	1174.50	1006.71	880.88
46.00	7203.60	3601.80	2401.20	1800.90	1440.72	1200.60	1029.09	900.45
47.00	7360.20	3680.10	2453.40	1840.05	1472.04	1226.70	1051.46	920.03
48.00	7516.80	3758.40	2505.60	1879.20	1503.36	1252.80	1073.83	939.60
49.00	7673.40	3836.70	2557.80	1918.35	1534.68	1278.90	1096.20	959.18
50.00	7830.00	3915.00	2610.00	1957.50	1566.00	1305.00	1118.57	978.75
51.00	7986.60	3993.30	2662.20	1996.65	1597.32	1331.10	1140.94	998.33
52.00	8143.20	4071.60	2714.40	2035.80	1628.64	1357.20	1163.31	1017.90
53.00	8299.80	4149.90	2766.60	2074.95	1659.96	1383.30	1185.69	1037.48
54.00	8456.40	4228.20	2818.80	2114.10	1691.28	1409.40	1208.06	1057.05
55.00	8613.00	4306.50	2871.00	2153.25	1722.60	1435.50	1230.43	1076.63
56.00	8769.60	4384.80	2923.20	2192.40	1753.92	1461.60	1252.80	1096.20
57.00	8926.20	4463.10	2975.40	2231.55	1785.24	1487.70	1275.17	1115.78
58.00	9082.80	4541.40	3027.60	2270.70	1816.56	1513.80	1297.54	1135.35
59.00	9239.40	4619.70	3079.80	2309.85	1847.88	1539.90	1319.91	1154.93
60.00	9396.00	4698.00	3132.00	2349.00	1879.20	1566.00	1342.29	1174.50
61.00	9552.60	4776.30	3184.20	2388.15	1910.52	1592.10	1364.66	1194.08
62.00	9709.20	4854.60	3236.40	2427.30	1941.84	1618.20	1387.03	1213.65
63.00	9865.80	4932.90	3288.60	2466.45	1973.16	1644.30	1409.40	1233.23
64.00	10022.40	5011.20	3340.80	2505.60	2004.48	1670.40	1431.77	1252.80
65.00	10179.00	5089.50	3393.00	2544.75	2035.80	1696.50	1454.14	1272.38
66.00	10335.60	5167.80	3445.20	2583.90	2067.12	1722.60	1476.51	1291.95
67.00	10492.20	5246.10	3497.40	2623.05	2098.44	1748.70	1498.89	1311.53
68.00	10648.80	5324.40	3549.60	2662.20	2129.76	1774.80	1521.26	1331.10
69.00	10805.40	5402.70	3601.80	2701.35	2161.08	1800.90	1543.63	1350.68
70.00	10962.00	5481.00	3654.00	2740.50	2192.40	1827.00	1566.00	1370.25
71.00	11118.60	5559.30	3706.20	2779.65	2223.72	1853.10	1588.37	1389.83
72.00	11275.20	5637.60	3758.40	2818.80	2255.04	1879.20	1610.74	1409.40
73.00	11431.80	5715.90	3810.60	2857.95	2286.36	1905.30	1633.11	1428.98
74.00	11588.40	5794.20	3862.80	2897.10	2317.68	1931.40	1655.49	1448.55
75.00	11745.00	5872.50	3915.00	2936.25	2349.00	1957.50	1677.86	1468.13
76.00	11901.60	5950.80	3967.20	2975.40	2380.32	1983.60	1700.23	1487.70
77.00	12058.20	6029.10	4019.40	3014.55	2411.64	2009.70	1722.60	1507.28
78.00	12214.80	6107.40	4071.60	3053.70	2442.96	2035.80	1744.97	1526.85
79.00	12371.40	6185.70	4123.80	3092.85	2474.28	2061.90	1767.34	1546.43
80.00	12528.00	6264.00	4176.00	3132.00	2505.60	2088.00	1789.71	1566.00
81.00	12684.60	6342.30	4228.20	3171.15	2536.92	2114.10	1812.09	1585.58
82.00	12841.20	6420.60	4280.40	3210.30	2568.24	2140.20	1834.46	1605.15
83.00	12997.80	6498.90	4332.60	3249.45	2599.56	2166.30	1856.83	1624.73
84.00	13154.40	6577.20	4384.80	3288.60	2630.88	2192.40	1879.20	1644.30
85.00	13311.00	6655.50	4437.00	3327.75	2662.20	2218.50	1901.57	1663.88
86.00	13467.60	6733.80	4489.20	3366.90	2693.52	2244.60	1923.94	1683.45
87.00	13624.20	6812.10	4541.40	3406.05	2724.84	2270.70	1946.31	1703.03
88.00	13780.80	6890.40	4593.60	3445.20	2756.16	2296.80	1968.69	1722.60
89.00	13937.40	6968.70	4645.80	3484.35	2787.48	2322.90	1991.06	1742.18
90.00	14094.00	7047.00	4698.00	3523.50	2818.80	2349.00	2013.43	1761.75
91.00	14250.60	7125.30	4750.20	3562.65	2850.12	2375.10	2035.80	1781.33
92.00	14407.20	7203.60	4802.40	3601.80	2881.44	2401.20	2058.17	1800.90
93.00	14563.80	7281.90	4854.60	3640.95	2912.76	2427.30	2080.54	1820.48
94.00	14720.40	7360.20	4906.80	3680.10	2944.08	2453.40	2102.91	1840.05
95.00	14877.00	7438.50	4959.00	3719.25	2975.40	2479.50	2125.29	1859.63
96.00	15033.60	7516.80	5011.20	3758.40	3006.72	2505.60	2147.66	1879.20
97.00	15190.20	7595.10	5063.40	3797.55	3038.04	2531.70	2170.03	1898.78
98.00	15346.80	7673.40	5115.60	3836.70	3069.36	2557.80	2192.40	1918.35
99.00	15503.40	7751.70	5167.80	3875.85	3100.68	2583.90	2214.77	1937.93
100.00	15660.00	7830.00	5220.00	3915.00	3132.00	2610.00	2237.14	1957.50
101.00	15816.60	7908.30	5272.20	3954.15	3163.32	2636.10	2259.51	1977.08
102.00	15973.20	7986.60	5324.40	3993.30	3194.64	2662.20	2281.89	1996.65
103.00	16129.80	8064.90	5376.60	4032.45	3225.96	2688.30	2304.26	2016.23
104.00	16286.40	8143.20	5428.80	4071.60	3257.28	2714.40	2326.63	2035.80
105.00	16443.00	8221.50	5481.00	4110.75	3288.60	2740.50	2349.00	2055.38
106.00	16599.60	8299.80	5533.20	4149.90	3319.92	2766.60	2371.37	2074.95
107.00	16756.20	8378.10	5585.40	4189.05	3351.24	2792.70	2393.74	2094.53
108.00	16912.80	8456.40	5637.60	4228.20	3382.56	2818.80	2416.11	2114.10
109.00	17069.40	8534.70	5689.80	4267.35	3413.88	2844.90	2438.49	2133.68
110.00	17226.00	8613.00	5742.00	4306.50	3445.20	2871.00	2460.86	2153.25
111.00	17382.60	8691.30	5794.20	4345.65	3476.52	2897.10	2483.23	2172.83
112.00	17539.20	8769.60	5846.40	4384.80	3507.84	2923.20	2505.60	2192.40
113.00	17695.80	8847.90	5898.60	4423.95	3539.16	2949.30	2527.97	2211.98
114.00	17852.40	8926.20	5950.80	4463.10	3570.48	2975.40	2550.34	2231.55
115.00	18009.00	9004.50	6003.00	4502.25	3601.80	3001.50	2572.71	2251.13
116.00	18165.60	9082.80	6055.20	4541.40	3633.12	3027.60	2595.09	2270.70
117.00	18322.20	9161.10	6107.40	4580.55	3664.44	3053.70	2617.46	2290.28
118.00	18478.80	9239.40	6159.60	4619.70	3695.76	3079.80	2639.83	2309.85
119.00	18635.40	9317.70	6211.80	4658.85	3727.08	3105.90	2662.20	2329.43
120.00	18792.00	9396.00	6264.00	4698.00	3758.40	3132.00	2684.57	2349.00
121.00	18948.60	9474.30	6316.20	4737.15	3789.72	3158.10	2706.94	2368.58
122.00	19105.20	9552.60	6368.40	4776.30	3821.04	3184.20	2729.31	2388.15
123.00	19261.80	9630.90	6420.60	4815.45	3852.36	3210.30	2751.69	2407.73
124.00	19418.40	9709.20	6472.80	4854.60	3883.68	3236.40	2774.06	2427.30
125.00	19575.00	9787.50	6525.00	4893.75	3915.00	3262.50	2796.43	2446.88
126.00	19731.60	9865.80	6577.20	4932.90	3946.32	3288.60	2818.80	2466.45
127.00	19888.20	9944.10	6629.40	4972.05	3977.64	3314.70	2841.17	2486.03
128.00	20044.80	10022.40	6681.60	5011.20	4008.96	3340.80	2863.54	2505.60
129.00	20201.40	10100.70	6733.80	5050.35	4040.28	3366.90	2885.91	2525.18
130.00	20358.00	10179.00	6786.00	5089.50	4071.60	3393.00	2908.29	2544.75
131.00	20514.60	10257.30	6838.20	5128.65	4102.92	3419.10	2930.66	2564.33
132.00	20671.20	10335.60	6890.40	5167.80	4134.24	3445.20	2953.03	2583.90
133.00	20827.80	10413.90	6942.60	5206.95	4165.56	3471.30	2975.40	2603.48
134.00	20984.40	10492.20	6994.80	5246.10	4196.88	3497.40	2997.77	2623.05
135.00	21141.00	10570.50	7047.00	5285.25	4228.20	3523.50	3020.14	2642.63
136.00	21297.60	10648.80	7099.20	5324.40	4259.52	3549.60	3042.51	2662.20
137.00	21454.20	10727.10	7151.40	5363.55	4290.84	3575.70	3064.89	2681.78
138.00	21610.80	10805.40	7203.60	5402.70	4322.16	3601.80	3087.26	2701.35
139.00	21767.40	10883.70	7255.80	5441.85	4353.48	3627.90	3109.63	2720.93
140.00	21924.00	10962.00	7308.00	5481.00	4384.80	3654.00	3132.00	2740.50
141.00	22080.60	11040.30	7360.20	5520.15	4416.12	3680.10	3154.37	2760.08
142.00	22237.20	11118.60	7412.40	5559.30	4447.44	3706.20	3176.74	2779.65
143.00	22393.80	11196.90	7464.60	5598.45	4478.76	3732.30	3199.11	2799.23
144.00	22550.40	11275.20	7516.80	5637.60	4510.08	3758.40	3221.49	2818.80
145.00	22707.00	11353.50	7569.00	5676.75	4541.40	3784.50	3243.86	2838.38
146.00	22863.60	11431.80	7621.20	5715.90	4572.72	3810.60	3266.23	2857.95
147.00	23020.20	11510.10	7673.40	5755.05	4604.04	3836.70	3288.60	2877.53
148.00	23176.80	11588.40	7725.60	5794.20	4635.36	3862.80	3310.97	2897.10
149.00	23333.40	11666.70	7777.80	5833.35	4666.68	3888.90	3333.34	2916.68
150.00	23490.00	11745.00	7830.00	5872.50	4698.00	3915.00	3355.71	2936.25
151.00	23646.60	11823.30	7882.20	5911.65	4729.32	3941.10	3378.09	2955.83
152.00	23803.20	11901.60	7934.40	5950.80	4760.64	3967.20	3400.46	2975.40
153.00	23959.80	11979.90	7986.60	5989.95	4791.96	3993.30	3422.83	2994.98
154.00	24116.40	12058.20	8038.80	6029.10	4823.28	4019.40	3445.20	3014.55
155.00	24273.00	12136.50	8091.00	6068.25	4854.60	4045.50	3467.57	3034.13
156.00	24429.60	12214.80	8143.20	6107.40	4885.92	4071.60	3489.94	3053.70
157.00	24586.20	12293.10	8195.40	6146.55	4917.24	4097.70	3512.31	3073.28
158.00	24742.80	12371.40	8247.60	6185.70	4948.56	4123.80	3534.69	3092.85
159.00	24899.40	12449.70	8299.80	6224.85	4979.88	4149.90	3557.06	3112.43
160.00	25056.00	12528.00	8352.00	6264.00	5011.20	4176.00	3579.43	3132.00
161.00	25212.60	12606.30	8404.20	6303.15	5042.52	4202.10	3601.80	3151.58
162.00	25369.20	12684.60	8456.40	6342.30	5073.84	4228.20	3624.17	3171.15
163.00	25525.80	12762.90	8508.60	6381.45	5105.16	4254.30	3646.54	3190.73
164.00	25682.40	12841.20	8560.80	6420.60	5136.48	4280.40	3668.91	3210.30
165.00	25839.00	12919.50	8613.00	6459.75	5167.80	4306.50	3691.29	3229.88
166.00	25995.60	12997.80	8665.20	6498.90	5199.12	4332.60	3713.66	3249.45
167.00	26152.20	13076.10	8717.40	6538.05	5230.44	4358.70	3736.03	3269.03
168.00	26308.80	13154.40	8769.60	6577.20	5261.76	4384.80	3758.40	3288.60
169.00	26465.40	13232.70	8821.80	6616.35	5293.08	4410.90	3780.77	3308.18
170.00	26622.00	13311.00	8874.00	6655.50	5324.40	4437.00	3803.14	3327.75
171.00	26778.60	13389.30	8926.20	6694.65	5355.72	4463.10	3825.51	3347.33
172.00	26935.20	13467.60	8978.40	6733.80	5387.04	4489.20	3847.89	3366.90
173.00	27091.80	13545.90	9030.60	6772.95	5418.36	4515.30	3870.26	3386.48
174.00	27248.40	13624.20	9082.80	6812.10	5449.68	4541.40	3892.63	3406.05
175.00	27405.00	13702.50	9135.00	6851.25	5481.00	4567.50	3915.00	3425.63
176.00	27561.60	13780.80	9187.20	6890.40	5512.32	4593.60	3937.37	3445.20
177.00	27718.20	13859.10	9239.40	6929.55	5543.64	4619.70	3959.74	3464.78
178.00	27874.80	13937.40	9291.60	6968.70	5574.96	4645.80	3982.11	3484.35
179.00	28031.40	14015.70	9343.80	7007.85	5606.28	4671.90	4004.49	3503.93
180.00	28188.00	14094.00	9396.00	7047.00	5637.60	4698.00	4026.86	3523.50
181.00	28344.60	14172.30	9448.20	7086.15	5668.92	4724.10	4049.23	3543.08
182.00	28501.20	14250.60	9500.40	7125.30	5700.24	4750.20	4071.60	3562.65
183.00	28657.80	14328.90	9552.60	7164.45	5731.56	4776.30	4093.97	3582.23
184.00	28814.40	14407.20	9604.80	7203.60	5762.88	4802.40	4116.34	3601.80
185.00	28971.00	14485.50	9657.00	7242.75	5794.20	4828.50	4138.71	3621.38
186.00	29127.60	14563.80	9709.20	7281.90	5825.52	4854.60	4161.09	3640.95
187.00	29284.20	14642.10	9761.40	7321.05	5856.84	4880.70	4183.46	3660.53
188.00	29440.80	14720.40	9813.60	7360.20	5888.16	4906.80	4205.83	3680.10
189.00	29597.40	14798.70	9865.80	7399.35	5919.48	4932.90	4228.20	3699.68
190.00	29754.00	14877.00	9918.00	7438.50	5950.80	4959.00	4250.57	3719.25
191.00	29910.60	14955.30	9970.20	7477.65	5982.12	4985.10	4272.94	3738.83
192.00	30067.20	15033.60	10022.40	7516.80	6013.44	5011.20	4295.31	3758.40
193.00	30223.80	15111.90	10074.60	7555.95	6044.76	5037.30	4317.69	3777.98
194.00	30380.40	15190.20	10126.80	7595.10	6076.08	5063.40	4340.06	3797.55
195.00	30537.00	15268.50	10179.00	7634.25	6107.40	5089.50	4362.43	3817.13
196.00	30693.60	15346.80	10231.20	7673.40	6138.72	5115.60	4384.80	3836.70
197.00	30850.20	15425.10	10283.40	7712.55	6170.04	5141.70	4407.17	3856.28
198.00	31006.80	15503.40	10335.60	7751.70	6201.36	5167.80	4429.54	3875.85
199.00	31163.40	15581.70	10387.80	7790.85	6232.68	5193.90	4451.91	3895.43
200.00	31320.00	15660.00	10440.00	7830.00	6264.00	5220.00	4474.29	3915.00
201.00	31476.60	15738.30	10492.20	7869.15	6295.32	5246.10	4496.66	3934.58
202.00	31633.20	15816.60	10544.40	7908.30	6326.64	5272.20	4519.03	3954.15
203.00	31789.80	15894.90	10596.60	7947.45	6357.96	5298.30	4541.40	3973.73
204.00	31946.40	15973.20	10648.80	7986.60	6389.28	5324.40	4563.77	3993.30
205.00	32103.00	16051.50	10701.00	8025.75	6420.60	5350.50	4586.14	4012.88
206.00	32259.60	16129.80	10753.20	8064.90	6451.92	5376.60	4608.51	4032.45
207.00	32416.20	16208.10	10805.40	8104.05	6483.24	5402.70	4630.89	4052.03
208.00	32572.80	16286.40	10857.60	8143.20	6514.56	5428.80	4653.26	4071.60
209.00	32729.40	16364.70	10909.80	8182.35	6545.88	5454.90	4675.63	4091.18
210.00	32886.00	16443.00	10962.00	8221.50	6577.20	5481.00	4698.00	4110.75
211.00	33042.60	16521.30	11014.20	8260.65	6608.52	5507.10	4720.37	4130.33
212.00	33199.20	16599.60	11066.40	8299.80	6639.84	5533.20	4742.74	4149.90
213.00	33355.80	16677.90	11118.60	8338.95	6671.16	5559.30	4765.11	4169.48
214.00	33512.40	16756.20	11170.80	8378.10	6702.48	5585.40	4787.49	4189.05
215.00	33669.00	16834.50	11223.00	8417.25	6733.80	5611.50	4809.86	4208.63
216.00	33825.60	16912.80	11275.20	8456.40	6765.12	5637.60	4832.23	4228.20
217.00	33982.20	16991.10	11327.40	8495.55	6796.44	5663.70	4854.60	4247.78
218.00	34138.80	17069.40	11379.60	8534.70	6827.76	5689.80	4876.97	4267.35
219.00	34295.40	17147.70	11431.80	8573.85	6859.08	5715.90	4899.34	4286.93
220.00	34452.00	17226.00	11484.00	8613.00	6890.40	5742.00	4921.71	4306.50
221.00	34608.60	17304.30	11536.20	8652.15	6921.72	5768.10	4944.09	4326.08
222.00	34765.20	17382.60	11588.40	8691.30	6953.04	5794.20	4966.46	4345.65
223.00	34921.80	17460.90	11640.60	8730.45	6984.36	5820.30	4988.83	4365.23
224.00	35078.40	17539.20	11692.80	8769.60	7015.68	5846.40	5011.20	4384.80
225.00	35235.00	17617.50	11745.00	8808.75	7047.00	5872.50	5033.57	4404.38
226.00	35391.60	17695.80	11797.20	8847.90	7078.32	5898.60	5055.94	4423.95
227.00	35548.20	17774.10	11849.40	8887.05	7109.64	5924.70	5078.31	4443.53
228.00	35704.80	17852.40	11901.60	8926.20	7140.96	5950.80	5100.69	4463.10
229.00	35861.40	17930.70	11953.80	8965.35	7172.28	5976.90	5123.06	4482.68
230.00	36018.00	18009.00	12006.00	9004.50	7203.60	6003.00	5145.43	4502.25
231.00	36174.60	18087.30	12058.20	9043.65	7234.92	6029.10	5167.80	4521.83
232.00	36331.20	18165.60	12110.40	9082.80	7266.24	6055.20	5190.17	4541.40
233.00	36487.80	18243.90	12162.60	9121.95	7297.56	6081.30	5212.54	4560.98
234.00	36644.40	18322.20	12214.80	9161.10	7328.88	6107.40	5234.91	4580.55
235.00	36801.00	18400.50	12267.00	9200.25	7360.20	6133.50	5257.29	4600.13
236.00	36957.60	18478.80	12319.20	9239.40	7391.52	6159.60	5279.66	4619.70
237.00	37114.20	18557.10	12371.40	9278.55	7422.84	6185.70	5302.03	4639.28
238.00	37270.80	18635.40	12423.60	9317.70	7454.16	6211.80	5324.40	4658.85
239.00	37427.40	18713.70	12475.80	9356.85	7485.48	6237.90	5346.77	4678.43
240.00	37584.00	18792.00	12528.00	9396.00	7516.80	6264.00	5369.14	4698.00
241.00	37740.60	18870.30	12580.20	9435.15	7548.12	6290.10	5391.51	4717.58
242.00	37897.20	18948.60	12632.40	9474.30	7579.44	6316.20	5413.89	4737.15
243.00	38053.80	19026.90	12684.60	9513.45	7610.76	6342.30	5436.26	4756.73
244.00	38210.40	19105.20	12736.80	9552.60	7642.08	6368.40	5458.63	4776.30
245.00	38367.00	19183.50	12789.00	9591.75	7673.40	6394.50	5481.00	4795.88
246.00	38523.60	19261.80	12841.20	9630.90	7704.72	6420.60	5503.37	4815.45
247.00	38680.20	19340.10	12893.40	9670.05	7736.04	6446.70	5525.74	4835.03
248.00	38836.80	19418.40	12945.60	9709.20	7767.36	6472.80	5548.11	4854.60
249.00	38993.40	19496.70	12997.80	9748.35	7798.68	6498.90	5570.49	4874.18
250.00	39150.00	19575.00	13050.00	9787.50	7830.00	6525.00	5592.86	4893.75
251.00	39306.60	19653.30	13102.20	9826.65	7861.32	6551.10	5615.23	4913.33
252.00	39463.20	19731.60	13154.40	9865.80	7892.64	6577.20	5637.60	4932.90
253.00	39619.80	19809.90	13206.60	9904.95	7923.96	6603.30	5659.97	4952.48
254.00	39776.40	19888.20	13258.80	9944.10	7955.28	6629.40	5682.34	4972.05
255.00	39933.00	19966.50	13311.00	9983.25	7986.60	6655.50	5704.71	4991.63
256.00	40089.60	20044.80	13363.20	10022.40	8017.92	6681.60	5727.09	5011.20
257.00	40246.20	20123.10	13415.40	10061.55	8049.24	6707.70	5749.46	5030.78
258.00	40402.80	20201.40	13467.60	10100.70	8080.56	6733.80	5771.83	5050.35
259.00	40559.40	20279.70	13519.80	10139.85	8111.88	6759.90	5794.20	5069.93
260.00	40716.00	20358.00	13572.00	10179.00	8143.20	6786.00	5816.57	5089.50
261.00	40872.60	20436.30	13624.20	10218.15	8174.52	6812.10	5838.94	5109.08
262.00	41029.20	20514.60	13676.40	10257.30	8205.84	6838.20	5861.31	5128.65
263.00	41185.80	20592.90	13728.60	10296.45	8237.16	6864.30	5883.69	5148.23
264.00	41342.40	20671.20	13780.80	10335.60	8268.48	6890.40	5906.06	5167.80
265.00	41499.00	20749.50	13833.00	10374.75	8299.80	6916.50	5928.43	5187.38
266.00	41655.60	20827.80	13885.20	10413.90	8331.12	6942.60	5950.80	5206.95
267.00	41812.20	20906.10	13937.40	10453.05	8362.44	6968.70	5973.17	5226.53
268.00	41968.80	20984.40	13989.60	10492.20	8393.76	6994.80	5995.54	5246.10
269.00	42125.40	21062.70	14041.80	10531.35	8425.08	7020.90	6017.91	5265.68
270.00	42282.00	21141.00	14094.00	10570.50	8456.40	7047.00	6040.29	5285.25
271.00	42438.60	21219.30	14146.20	10609.65	8487.72	7073.10	6062.66	5304.83
272.00	42595.20	21297.60	14198.40	10648.80	8519.04	7099.20	6085.03	5324.40
273.00	42751.80	21375.90	14250.60	10687.95	8550.36	7125.30	6107.40	5343.98
274.00	42908.40	21454.20	14302.80	10727.10	8581.68	7151.40	6129.77	5363.55
275.00	43065.00	21532.50	14355.00	10766.25	8613.00	7177.50	6152.14	5383.13
276.00	43221.60	21610.80	14407.20	10805.40	8644.32	7203.60	6174.51	5402.70
277.00	43378.20	21689.10	14459.40	10844.55	8675.64	7229.70	6196.89	5422.28
278.00	43534.80	21767.40	14511.60	10883.70	8706.96	7255.80	6219.26	5441.85
279.00	43691.40	21845.70	14563.80	10922.85	8738.28	7281.90	6241.63	5461.43
280.00	43848.00	21924.00	14616.00	10962.00	8769.60	7308.00	6264.00	5481.00
281.00	44004.60	22002.30	14668.20	11001.15	8800.92	7334.10	6286.37	5500.58
282.00	44161.20	22080.60	14720.40	11040.30	8832.24	7360.20	6308.74	5520.15
283.00	44317.80	22158.90	14772.60	11079.45	8863.56	7386.30	6331.11	5539.73
284.00	44474.40	22237.20	14824.80	11118.60	8894.88	7412.40	6353.49	5559.30
285.00	44631.00	22315.50	14877.00	11157.75	8926.20	7438.50	6375.86	5578.88
286.00	44787.60	22393.80	14929.20	11196.90	8957.52	7464.60	6398.23	5598.45
287.00	44944.20	22472.10	14981.40	11236.05	8988.84	7490.70	6420.60	5618.03
288.00	45100.80	22550.40	15033.60	11275.20	9020.16	7516.80	6442.97	5637.60
289.00	45257.40	22628.70	15085.80	11314.35	9051.48	7542.90	6465.34	5657.18
290.00	45414.00	22707.00	15138.00	11353.50	9082.80	7569.00	6487.71	5676.75
291.00	45570.60	22785.30	15190.20	11392.65	9114.12	7595.10	6510.09	5696.33
292.00	45727.20	22863.60	15242.40	11431.80	9145.44	7621.20	6532.46	5715.90
293.00	45883.80	22941.90	15294.60	11470.95	9176.76	7647.30	6554.83	5735.48
294.00	46040.40	23020.20	15346.80	11510.10	9208.08	7673.40	6577.20	5755.05
295.00	46197.00	23098.50	15399.00	11549.25	9239.40	7699.50	6599.57	5774.63
296.00	46353.60	23176.80	15451.20	11588.40	9270.72	7725.60	6621.94	5794.20
297.00	46510.20	23255.10	15503.40	11627.55	9302.04	7751.70	6644.31	5813.78
298.00	46666.80	23333.40	15555.60	11666.70	9333.36	7777.80	6666.69	5833.35
